category,count,percentage
Product Features_Praise,2,0.0
Purchase Experience_Issue,2,0.0
Postal Service_Issue,2,0.0
Product Feature_Others,2,0.0
Product Inquiry_Others,2,0.0
Product Feature_Issue,2,0.0
Product_Fit_Issue,2,0.0
Product_Fake_Issue,2,0.0
Product Manual_Issue,2,0.0
Product Material_Issue,2,0.0
Product Expiry_Issue,2,0.0
Product_Design_Issue,2,0.0
Product_Initial Impression,2,0.0
Product Missing Parts_Issue,2,0.0
Product Specification_Others,2,0.0
Product Missing Part_Issue,2,0.0
Product Usability_Praise,2,0.0
Customer Commitment_Others,2,0.0
Company Reliability_Praise,2,0.0
Delivery_Praise_Product Satisfaction_Praise,2,0.0
Delivery_Praise_Product Quality_Issue,2,0.0
Installation_Others,2,0.0
Seller Performance_Praise,2,0.0
Defective_Product_Issue,2,0.0
Shopping_Praise,2,0.0
Inventory_Issue,2,0.0
Communication_Praise,2,0.0
Brand_Loyalty,2,0.0
Invoice_Issue_Issue,2,0.0
Comfort_Praise,2,0.0
Color_Mismatch_Issue,2,0.0
Manual Language_Issue,2,0.0
Manual_Issue,2,0.0
Suggestion_Others,2,0.0
Material Quality_Praise,2,0.0
Support_Issue,2,0.0
Gift_Praise,2,0.0
Defect_Issue,2,0.0
Functionality_Praise,2,0.0
Documentation_Issue,2,0.0
Early Delivery_Praise,2,0.0
Ease of Use_Praise,2,0.0
Shipping Charge_Issue,2,0.0
Delivery_Timing_Issue,2,0.0
Customer Service_Praise_Delivery_Praise,2,0.0
Store_Reliability_Praise,2,0.0
Customer Satisfaction_Issue,2,0.0
Customer Respect_Issue,2,0.0
Delivery_Slow_Issue,2,0.0
Service_Praise_Delivery_Praise,2,0.0
Delivery_Service_Issue,2,0.0
Fit_Praise,2,0.0
Customer Experience_Issue,2,0.0
Delivery_Praise_Quality_Issue,2,0.0
Missing Accessories_Issue,2,0.0
Trust_Issue,2,0.0
Shipping Cost_Others,2,0.0
Store Recommendation_Issue,2,0.0
Order Mix-Up_Issue,2,0.0
Order Non-receipt_Issue,2,0.0
Order Mistake_Issue,2,0.0
Order Missing_Issue,2,0.0
Order Process_Issue,2,0.0
Delivery_Inquiry,2,0.0
Site_Praise,2,0.0
Website Experience_Praise,2,0.0
Warranty_Issue,2,0.0
Order Experience_Praise,2,0.0
Delivery_Early_Praise,2,0.0
Order Delay_Issue,2,0.0
Order Tracking_Issue,2,0.0
Agreement Fulfillment_Praise,2,0.0
Order Confirmation_Praise,2,0.0
After-Sales Service_Issue,2,0.0
Delivery_Issue_Product Damage_Issue,2,0.0
Order Accuracy_Praise,2,0.0
Store Recommendation_Others,2,0.0
Order_Cancellation_Issue,2,0.0
Store Efficiency_Praise,2,0.0
Return_Others,2,0.0
Delivery Speed_Praise,2,0.0
Battery_Issue,2,0.0
Overall_Satisfaction_Praise,2,0.0
Usage_Praise,2,0.0
Product_Delivery_Praise,1,0.0
Product_Feature_Issue,1,0.0
Store Performance_Praise,1,0.0
Successful Purchase_Praise,1,0.0
Product_Dislike_Issue,1,0.0
Product_Description,1,0.0
Store_Recommendation_Praise,1,0.0
Product_Description_Issue,1,0.0
Product_Failure_Issue,1,0.0
Product_Expectation_Praise,1,0.0
Store Preference_Others,1,0.0
Store and Product_Praise,1,0.0
Store Trust_Praise,1,0.0
Store Satisfaction_Praise,1,0.0
Product_Design_Praise,1,0.0
Store Reliability_Issue,1,0.0
Product_Expectation_Issue,1,0.0
Product_Durability_Issue,1,0.0
Store Responsibility_Issue,1,0.0
Product_Expiration_Issue,1,0.0
Quality_Praise_Customer Service_Praise,1,0.0
Supplier Evaluation_Others,1,0.0
Supplier Management_Issue,1,0.0
Product Variety_Praise,1,0.0
User Experience_Others,1,0.0
Product Variation_Issue,1,0.0
User Experience_Praise,1,0.0
User Manual_Issue,1,0.0
Voltage_Mismatch_Issue,1,0.0
Volume_Issue,1,0.0
Waiting_Issue,1,0.0
Website Functionality_Issue,1,0.0
Website Quality_Praise,1,0.0
Website Security_Praise,1,0.0
Website Service_Praise,1,0.0
Product Usefulness_Praise,1,0.0
Website Update_Issue,1,0.0
Product Usage_Praise,1,0.0
Website Usability_Praise,1,0.0
Product Usage_Others,1,0.0
Product Versatility_Praise,1,0.0
Urgency_Others,1,0.0
Transparency_Praise,1,0.0
Product_Appearance_Issue,1,0.0
Product_Condition_Praise,1,0.0
Supplier Recommendation_Praise,1,0.0
Supplier_Issue,1,0.0
Product_Completion_Issue,1,0.0
Product_Compatibility_Issue,1,0.0
Supplier_Issue_Issue,1,0.0
Product_Assembly_Others,1,0.0
Product_Aesthetics_Praise,1,0.0
Product Wrong Item_Issue,1,0.0
Store Organization_Issue,1,0.0
Support_Praise,1,0.0
Sustainability_Issue,1,0.0
Product_Aesthetics_Issue,1,0.0
Product and Store Satisfaction_Praise,1,0.0
System_Issue,1,0.0
Third-Party Reliability_Issue,1,0.0
Product_Function_Issue,1,0.0
Site Recommendation_Praise,1,0.0
Store Loyalty_Praise,1,0.0
Seller Attention_Issue,1,0.0
Return_Request,1,0.0
Return_Request_Others,1,0.0
Product_Usefulness_Issue,1,0.0
Sales Communication_Issue,1,0.0
Product_Suitability_Praise,1,0.0
Product_Specification_Issue,1,0.0
Security_Praise,1,0.0
Product_Size_Issue,1,0.0
Seller Efficiency_Praise,1,0.0
Professionalism_Issue,1,0.0
Product_Satisfaction_Praise,1,0.0
Product_Request_Others,1,0.0
Seller Experience_Praise,1,0.0
Product_Recommendation,1,0.0
Seller Information_Praise,1,0.0
Product_Quantity_Issue,1,0.0
Seller Reputation_Praise,1,0.0
Seller Trust_Praise,1,0.0
Product_Wrong_Issue,1,0.0
Return_Process_Issue,1,0.0
Store Experience_Others,1,0.0
Purchase Security_Praise,1,0.0
Recommendation_Issue,1,0.0
Refund Inquiry_Others,1,0.0
Refund Process_Issue,1,0.0
Refund Request_Others,1,0.0
Purchasing Process_Praise,1,0.0
Refund_Request,1,0.0
Repeat Customer_Praise,1,0.0
Purchase_Failure_Issue,1,0.0
Reputation_Issue,1,0.0
Promotion_Issue,1,0.0
Responsibility_Others,1,0.0
Return Inquiry,1,0.0
Product Usability_Issue,1,0.0
Purchase Intention_Praise,1,0.0
Return Inquiry_Others,1,0.0
Return Policy_Issue,1,0.0
Promotion_Suggestion,1,0.0
Return_Issue_Issue,1,0.0
Seller_Issue,1,0.0
Service Commitment_Others,1,0.0
Product_Quality_Concern,1,0.0
Product_Issue_Customer Service_Issue,1,0.0
Product_Misleading_Issue,1,0.0
Shopping Experience_Issue,1,0.0
Site Efficiency_Praise,1,0.0
Quality_Praise_Delivery_Praise,1,0.0
Product_Issue_Issue_Customer Service_Issue,1,0.0
Site Safety_Praise,1,0.0
Product_Issue_Delivery_Praise,1,0.0
Size_Mismatch_Issue,1,0.0
Size_Praise,1,0.0
Product_Purchase_Praise,1,0.0
Sizing_Others,1,0.0
Space_Idea_Praise,1,0.0
Space_Praise,1,0.0
Stock Availability_Issue,1,0.0
Product_Incomplete_Issue,1,0.0
Stock_Issue_Issue,1,0.0
Store Credibility_Praise,1,0.0
Store Experience_Issue,1,0.0
Shipping Process_Issue,1,0.0
Shipping Preference_Issue,1,0.0
Shipping Policy_Issue,1,0.0
Shipping Misleading_Issue,1,0.0
Service Speed_Praise,1,0.0
Service and Product_Praise,1,0.0
Service_Checking_Others,1,0.0
Service_Improvement,1,0.0
Service_Recommendation,1,0.0
Service_Satisfaction_Praise,1,0.0
Product_Praise_Store_Praise,1,0.0
Setup_Issue,1,0.0
Shelf Life_Issue,1,0.0
Shipment_Issue,1,0.0
Product_Praise_Product Defect_Issue,1,0.0
Product_Praise_Delivery_Issue,1,0.0
Shipping Cost_Suggestion,1,0.0
Product_Performance_Praise,1,0.0
Shipping Error_Issue,1,0.0
Product_Others,1,0.0
Shipping Method_Issue,1,0.0
Access_Issue,1,0.0
Product Exchange_Others,1,0.0
Product Understanding_Others,1,0.0
Delivery and Product_Praise,1,0.0
Delivery_Suggestion,1,0.0
Delivery_Status_Issue,1,0.0
Delivery_Praise_Trust_Issue,1,0.0
Delivery_Praise_Tracking_Issue,1,0.0
Delivery_Praise_Shopping Experience_Praise,1,0.0
Delivery_Praise_Product Specification_Praise,1,0.0
Delivery_Praise_Product Mismatch_Issue,1,0.0
Delivery_Praise_Product Condition_Praise,1,0.0
Delivery_Praise_Product Accuracy_Praise,1,0.0
Delivery_Praise_Packaging_Issue,1,0.0
Delivery_Praise_Others,1,0.0
Delivery_Praise_Customer Service_Praise,1,0.0
Delivery_Notification_Issue,1,0.0
Delivery_Logistics_Issue,1,0.0
Delivery_Issue_Refund_Issue,1,0.0
Delivery_Issue_Quality_Issue,1,0.0
Delivery_Issue_Product_Praise,1,0.0
Delivery_Issue_Product Quality_Praise,1,0.0
Delivery_Issue_Product Quality_Issue,1,0.0
Delivery_Issue_Product Mismatch_Issue_Missing Instructions_Issue_Product Damage_Issue,1,0.0
Delivery_Issue_Product Arrival_Praise,1,0.0
Delivery_Issue_Packaging_Issue,1,0.0
Delivery_Issue Uncertainty_Others,1,0.0
Delivery_Issue Inquiry,1,0.0
Delivery_Info,1,0.0
Delivery_Inefficiency_Issue,1,0.0
Delivery_Delay_Issue_Product Quality_Issue,1,0.0
Delivery_Delay,1,0.0
Delivery_Cost_Issue,1,0.0
Delivery_Tracking_Issue,1,0.0
Delivery_Uncertain,1,0.0
Delivery_Unclassifiable,1,0.0
First Purchase Satisfaction_Praise,1,0.0
Issue Resolution_Others,1,0.0
Invoice Processing_Issue,1,0.0
Invoice Missing_Issue,1,0.0
Instructions_Praise,1,0.0
Instructions_Others,1,0.0
Installation_Praise,1,0.0
Inquiry_Others,1,0.0
Information_Praise,1,0.0
Incomplete_Order_Issue,1,0.0
Incomplete Product_Issue,1,0.0
General Recommendation_Praise,1,0.0
Fulfillment_Praise,1,0.0
Flavor_Issue,1,0.0
Fake Product_Issue,1,0.0
Design_Praise,1,0.0
Fabric Quality_Issue_Delivery_Praise,1,0.0
Expiration_Issue,1,0.0
Experience_Praise,1,0.0
Expectations_Others,1,0.0
Expectation_Unclassifiable,1,0.0
Expectation_Meet_Praise,1,0.0
Expectation_Issue,1,0.0
Exchange_Request_Others,1,0.0
Exchange_Praise,1,0.0
Exchange_Others,1,0.0
Exchange Inquiry_Others,1,0.0
Evaluation_Others,1,0.0
Environmental_Concern,1,0.0
Delivery_Accuracy_Issue,1,0.0
Delivery Timing_Praise,1,0.0
Product Testing_Others,1,0.0
Delivery Timing_Issue,1,0.0
Company Credibility_Issue,1,0.0
Commitment_Issue,1,0.0
Color Mismatch_Issue_Refund Delay_Issue,1,0.0
Color Discrepancy_Issue,1,0.0
Color Change_Others,1,0.0
Cartridge_Issue,1,0.0
Cancellation_Request,1,0.0
Buying Process_Praise,1,0.0
Brand Loyalty_Others,1,0.0
Brand Awareness_Others,1,0.0
Battery Performance_Issue,1,0.0
Authenticity_Issue,1,0.0
Audio Quality_Issue,1,0.0
Audio Performance_Issue,1,0.0
Assembly_Praise_Delivery_Issue,1,0.0
Assembly_Praise,1,0.0
Assembly_Issue_Shipping_Issue,1,0.0
Assembly Instructions_Issue,1,0.0
Assembly Difficulty_Issue,1,0.0
Approval Delay_Issue,1,0.0
Application_Issue,1,0.0
App_Praise,1,0.0
App_Issue,1,0.0
App Functionality_Issue,1,0.0
Agreement_Issue,1,0.0
After-Sales Service_Praise,1,0.0
Aesthetic_Praise,1,0.0
Aesthetic_Issue,1,0.0
Advertising_Issue,1,0.0
Company Quality_Praise,1,0.0
Company Reputation_Issue,1,0.0
Company_Issue,1,0.0
Delivery Cost_Issue,1,0.0
Delivery Speed_Issue,1,0.0
Delivery Service_Praise,1,0.0
Delivery Service_Issue,1,0.0
Delivery Reliability_Praise,1,0.0
Delivery Reception_Issue,1,0.0
Delivery Policy_Issue,1,0.0
Delivery Option_Issue,1,0.0
Delivery Method_Issue,1,0.0
Delivery Location_Issue,1,0.0
Delivery Information_Issue,1,0.0
Delivery Fee_Issue,1,0.0
Delivery Delay_Praise,1,0.0
Delivery Delay_Others,1,0.0
Delivery Commitment_Praise,1,0.0
Coverage_Issue,1,0.0
Delivery Capability_Issue,1,0.0
Deceptive Advertising_Issue,1,0.0
Date Format_Issue,1,0.0
Data Loss_Issue,1,0.0
Customer_Service_Praise,1,0.0
Customer Support_Praise,1,0.0
Customer Support_Issue,1,0.0
Customer Service_Concern,1,0.0
Customer Recommendation_Praise,1,0.0
Customer Loyalty_Issue,1,0.0
Customer Communication_Issue,1,0.0
Customer Appreciation_Praise,1,0.0
Credibility_Issue,1,0.0
Manufacturing Defect_Issue,1,0.0
Marketing_Others,1,0.0
Missing Documentation_Issue,1,0.0
Missing Items_Issue,1,0.0
Product Misunderstanding_Issue,1,0.0
Product Missing Pieces_Issue,1,0.0
Product Missing Items_Issue,1,0.0
Product Mismatch_Issue_Delivery_Issue,1,0.0
Product Misleading_Issue,1,0.0
Product Misdelivery_Issue,1,0.0
Product Material_Praise,1,0.0
Product Longevity_Issue,1,0.0
Product Limitation_Issue,1,0.0
Product Length_Issue,1,0.0
Product Knowledge_Issue,1,0.0
Product Instructions_Issue,1,0.0
Product Instruction_Issue,1,0.0
Product Installation_Others,1,0.0
Product Installation_Issue,1,0.0
Product Improvement_Suggestion,1,0.0
Product Improvement_Issue,1,0.0
Product Guarantee_Praise,1,0.0
Product Fulfillment_Praise,1,0.0
Product Flaw_Issue,1,0.0
Product Fit_Others,1,0.0
Product Fit_Issue_Delivery_Issue,1,0.0
Product Finish_Praise,1,0.0
Product Features_Issue,1,0.0
Product Experience_Praise,1,0.0
Product Expectations_Praise,1,0.0
Product Expectations_Issue,1,0.0
Product Exchange_Praise,1,0.0
Account Access_Issue,1,0.0
Product Model Mismatch_Issue,1,0.0
Product Not Received_Issue,1,0.0
Product Packaging_Praise,1,0.0
Product Recommendation,1,0.0
Product Testing_Issue,1,0.0
Product Swap_Issue,1,0.0
Product Suggestion_Others,1,0.0
Product Strength_Issue,1,0.0
Product Space_Issue,1,0.0
Product Size_Praise,1,0.0
Product Separation_Issue,1,0.0
Product Sealing_Issue,1,0.0
Product Satisfaction_Others,1,0.0
Product Resistance_Issue,1,0.0
Product Replica_Issue,1,0.0
Product Repair_Issue,1,0.0
Product Reliability_Praise,1,0.0
Product Quantity and Size_Issue,1,0.0
Product Preference_Issue,1,0.0
Product Quality_Praise_Shipping_Issue,1,0.0
Product Quality_Praise_Product Defect_Issue,1,0.0
Product Quality_Praise_Packaging_Praise_Delivery_Praise,1,0.0
Product Quality_Praise_Packaging_Praise,1,0.0
Product Quality_Praise_Packaging_Issue,1,0.0
Product Quality_Issue_Delivery_Issue,1,0.0
Product Quality_Concern,1,0.0
Product Purchase_Praise,1,0.0
Product Protection_Issue,1,0.0
Product Price_Issue,1,0.0
Product Presentation_Praise,1,0.0
Product Prescription_Issue,1,0.0
Product Preference_Praise,1,0.0
Product Exceeds Expectations_Praise,1,0.0
Product Effectiveness_Others,1,0.0
Product Effect_Issue,1,0.0
Order Timing_Issue,1,0.0
Payment Processing_Others,1,0.0
Partnership_Issue,1,0.0
Partner Company_Issue,1,0.0
Packaging_Suggestion,1,0.0
Packaging_Praise_Delivery_Praise,1,0.0
Packaging_Issue_Delivery_Issue,1,0.0
Packaging Damage_Issue,1,0.0
Overall Service_Praise,1,0.0
Ordering_Issue,1,0.0
Order_Praise,1,0.0
Order_Confusion_Issue,1,0.0
Order Update_Issue,1,0.0
Order Tracking_Praise,1,0.0
Order Timeliness_Praise,1,0.0
Platform_Praise,1,0.0
Order Notification_Issue,1,0.0
Order Non-Delivery_Issue,1,0.0
Order Mismatch_Issue_Customer Service_Issue,1,0.0
Order Management_Issue,1,0.0
Order Inquiry_Others,1,0.0
Order Control_Issue,1,0.0
Order Completeness_Issue,1,0.0
Order Cancellation_Concern,1,0.0
Order Availability_Issue,1,0.0
Order Accuracy_Issue,1,0.0
Negotiation_Praise,1,0.0
Navigation_Praise,1,0.0
Missing Merchandise_Issue,1,0.0
Performance_Praise_Delivery_Praise,1,0.0
Post-Sale Service_Issue,1,0.0
Product Durability_Concern,1,0.0
Product Application_Issue,1,0.0
Product Dislike_Issue,1,0.0
Product Defect_Issue_Delivery_Praise,1,0.0
Product Defect_Issue_Customer Service_Issue,1,0.0
Product Correspondence_Praise,1,0.0
Product Condition_Praise_Delivery_Praise,1,0.0
Product Condition_Praise_Battery_Issue,1,0.0
Product Composition_Issue,1,0.0
Product Compatibility_Praise,1,0.0
Product Comparison_Issue,1,0.0
Product Color_Mismatch_Issue,1,0.0
Product Choice_Others,1,0.0
Product Authenticity_Others,1,0.0
Product Application_Praise,1,0.0
Product Anticipation_Others,1,0.0
Power_Issue,1,0.0
Product Age_Issue,1,0.0
Product Adjustment_Issue,1,0.0
Product Accuracy_Issue,1,0.0
Product Accessory_Issue,1,0.0
Process_Praise,1,0.0
Print Quality_Issue,1,0.0
Pricing_Suggestion,1,0.0
Pricing_Others,1,0.0
Price_Praise_Delivery_Praise,1,0.0
Price and Quality_Praise,1,0.0
Price and Logistics_Praise,1,0.0
Price and Delivery_Praise,1,0.0
Presentation_Issue,1,0.0
Weight_Issue,1,0.0
