category,count,percentage
Product Usability_Praise,1,0.0
Product Upgrade_Praise,1,0.0
Product Surprise_Praise,1,0.0
Product Suitability_Praise,1,0.0
Product Satisfaction_Praise_Service_Praise,1,0.0
Product Satisfaction_Praise_Delivery_Praise,1,0.0
Packaging_Praise_Delivery_Praise,1,0.0
Product Replacement_Praise,1,0.0
Partnership_Praise,1,0.0
Product Quality_Praise_Store Quality_Praise,1,0.0
Product Variation_Praise,1,0.0
Platform_Praise,1,0.0
Product Color_Praise,1,0.0
Product Compatibility_Praise,1,0.0
Product Damage_Issue_Customer Service_Praise,1,0.0
Product Loyalty_Praise,1,0.0
Product Defect_Issue_Delivery_Praise,1,0.0
Product Interest_Praise,1,0.0
Product Functionality_Praise,1,0.0
Product Enjoyment_Praise,1,0.0
Product Exceeded Expectations_Praise,1,0.0
Product Experience_Praise,1,0.0
Order Timeliness_Praise,1,0.0
Product Variety_Praise,1,0.0
Enjoyment_Praise,1,0.0
Product_Purchase_Praise,1,0.0
Expectation_Meet_Praise,1,0.0
Product Expectations_Praise,1,0.0
First Purchase Satisfaction_Praise,1,0.0
Purchase_Process_Praise,1,0.0
General Satisfaction_Praise,1,0.0
Purchase Recommendation_Praise,1,0.0
Gift Satisfaction_Praise,1,0.0
Gift_Praise,1,0.0
Information_Praise,1,0.0
Promotion_Praise,1,0.0
Product_Satisfaction_Praise,1,0.0
Product_Praise_Service_Praise,1,0.0
Product Versatility_Praise,1,0.0
Order Process_Praise,1,0.0
Order Satisfaction_Praise,1,0.0
Product_Match_Praise,1,0.0
Product_Issue_Delivery_Praise,1,0.0
Product_Expectation_Praise,1,0.0
Product_Description_Praise,1,0.0
Product_Delivery_Praise,1,0.0
Product_Condition_Praise,1,0.0
Product_Aesthetic_Praise,1,0.0
Product and Service_Praise,1,0.0
Product and Delivery_Praise,1,0.0
Product Love_Praise,1,0.0
