category,count,percentage
Product Material_Issue,3,0.0
Product Dislike_Issue,2,0.0
Product Experience_Praise,2,0.0
Product Capacity_Issue,2,0.0
Product Choice_Others,2,0.0
Product Color_Mismatch_Issue,2,0.0
Product Comparison_Issue,2,0.0
Product Configuration_Issue,2,0.0
Product Coverage_Issue,2,0.0
Product Effect_Issue,2,0.0
Product Design_Suggestion,2,0.0
Access_Issue,2,0.0
Product Trust_Issue,2,0.0
Product Feature_Others,2,0.0
Product_Taste_Issue,2,0.0
Return_Request,2,0.0
Return_Others,2,0.0
Return Policy_Issue,2,0.0
Recommendation_Issue,2,0.0
Purchase_Process_Praise,2,0.0
Purchase Recommendation_Praise,2,0.0
Purchase Experience_Issue,2,0.0
Punctuality_Issue,2,0.0
Professionalism_Issue,2,0.0
Product_Size_Issue,2,0.0
Seller Efficiency_Praise,2,0.0
Product_Question,2,0.0
Product_Praise_Service_Praise,2,0.0
Product_Others,2,0.0
Product_Issue_Delivery_Praise,2,0.0
Product_Initial Impression,2,0.0
Product_Incomplete_Issue,2,0.0
Product_Fake_Issue,2,0.0
Product_Expectation_Praise,2,0.0
Product_Durability_Issue,2,0.0
Return_Request_Others,2,0.0
Seller Quality_Praise,2,0.0
Product Features_Praise,2,0.0
Stock_Issue_Issue,2,0.0
Wrong Product_Issue,2,0.0
Waiting_Issue,2,0.0
User Experience_Praise,2,0.0
User Experience_Others,2,0.0
Usage_Praise,2,0.0
Urgency_Others,2,0.0
Store Service_Praise,2,0.0
Store Organization_Issue,2,0.0
Store Loyalty_Praise,2,0.0
Sound Quality_Issue,2,0.0
Service Recommendation_Praise,2,0.0
Sizing_Others,2,0.0
Size_Issue_Issue,2,0.0
Shopping Experience_Issue,2,0.0
Shipping Process_Issue,2,0.0
Shipping Information_Issue,2,0.0
Shipping Cost_Others,2,0.0
Shipping Charge_Issue,2,0.0
Service Speed_Praise,2,0.0
Service Satisfaction_Praise,2,0.0
Product_Design_Issue,2,0.0
Product_Condition_Praise,2,0.0
Product_Concern,2,0.0
Product Misleading_Issue,2,0.0
Product Quality_Praise_Delivery_Issue,2,0.0
Product Quality_Concern,2,0.0
Product Purchase_Praise,2,0.0
Product Presentation_Issue,2,0.0
Product Packaging_Praise,2,0.0
Product Not Received_Issue,2,0.0
Product Missing Piece_Issue,2,0.0
Product Missing Items_Issue,2,0.0
Product Mismatch_Issue_Customer Service_Issue,2,0.0
Product Measurement_Issue,2,0.0
Product_Comment,2,0.0
Product Loyalty_Praise,2,0.0
Product Longevity_Issue,2,0.0
Product Interest_Praise,2,0.0
Product Incorrect_Issue,2,0.0
Product Inaccuracy_Issue,2,0.0
Product Functionality_Others,2,0.0
Product Flaw_Issue,2,0.0
Product Finish_Issue,2,0.0
Product Feedback_Others,2,0.0
Product Quality_Praise_Packaging_Praise,2,0.0
Product Received_Praise,2,0.0
Product Recognition_Issue,2,0.0
Product Recommendation,2,0.0
Product_Color_Issue,2,0.0
Product_Availability_Issue,2,0.0
Product_Aesthetics_Issue,2,0.0
Product_Aesthetic_Praise,2,0.0
Product and Delivery_Praise,2,0.0
Product Wrong Item_Issue,2,0.0
Product Weight_Others,2,0.0
Product Weight_Issue,2,0.0
Product Variation_Praise,2,0.0
Product Usage_Praise,2,0.0
Product Usage_Others,2,0.0
Product Usability_Praise,2,0.0
Product Application_Praise,2,0.0
Product Testing_Others,2,0.0
Product Swap_Issue,2,0.0
Product Specification_Praise,2,0.0
Product Specification_Others,2,0.0
Product Setup_Issue,2,0.0
Product Replacement_Issue,2,0.0
Product Approval_Praise,2,0.0
Product Disappointment_Issue,2,0.0
Order Delay_Issue,2,0.0
Delivery_Praise_Product Size_Issue,2,0.0
Brand Trust_Praise,2,0.0
Credibility_Issue,2,0.0
Brand Loyalty_Others,2,0.0
Customer Appreciation_Praise,2,0.0
Delivery_Praise_Quality_Issue,2,0.0
Order Update_Issue,2,0.0
Delivery_Praise_Product Specification_Praise,2,0.0
Order_Confusion_Issue,2,0.0
Delivery_Praise_Product Satisfaction_Praise,2,0.0
Defect_Issue,2,0.0
Customer Commitment_Others,2,0.0
Authenticity_Issue,2,0.0
Exchange_Request_Others,2,0.0
Defective_Product_Issue,2,0.0
Packaging_Issue_Delivery_Issue,2,0.0
Delivery Service_Issue,2,0.0
Customer Loyalty_Others,2,0.0
Delivery_Praise_Product Accuracy_Praise,2,0.0
Brand_Issue,2,0.0
Order Process_Issue,2,0.0
Brand_Loyalty,2,0.0
Order Non-receipt_Issue,2,0.0
Delivery_Uncertain,2,0.0
Delivery_Timing_Issue,2,0.0
Notification_Issue,2,0.0
Order Accuracy_Issue,2,0.0
Enjoyment_Praise,2,0.0
Order Completeness_Issue,2,0.0
Company_Issue,2,0.0
Order Confirmation_Issue,2,0.0
Manufacturing_Issue,2,0.0
Gift Satisfaction_Praise,2,0.0
Delivery_Service_Issue,2,0.0
Order Experience_Praise,2,0.0
Counterfeit Product_Issue,2,0.0
Cancellation_Request,2,0.0
Order Inquiry_Others,2,0.0
Manufacturing Defect_Issue,2,0.0
Order Mistake_Issue,2,0.0
Packaging_Suggestion,2,0.0
Expectation_Issue,2,0.0
Delivery Speed_Issue,2,0.0
Invoice Delay_Issue,2,0.0
Customer Service_Praise_Delivery_Praise,2,0.0
Information_Others,2,0.0
Delivery_Cost_Issue,2,0.0
Delivery_Issue_Product Quality_Issue,2,0.0
Installation_Others,2,0.0
Delivery_Issue_Product Quality_Praise,2,0.0
Instruction Manual_Issue,2,0.0
Price_Praise_Delivery_Praise,2,0.0
After-Sales Service_Issue,2,0.0
Delivery_Issue_Quality_Issue,2,0.0
Agreement Fulfillment_Praise,2,0.0
Customer Satisfaction_Issue,2,0.0
Expiration_Issue,2,0.0
App_Issue,2,0.0
Design_Issue,2,0.0
Performance_Others,2,0.0
Customer Respect_Issue,2,0.0
Invoice_Issue_Issue,2,0.0
Delivery Timing_Issue,2,0.0
Scent_Praise,1,0.0
Data Loss_Issue,1,0.0
Seller Responsibility_Issue,1,0.0
Delivery Date_Issue,1,0.0
Damaged_Product_Issue,1,0.0
Delivery Delay_Others,1,0.0
Seller Trust_Issue,1,0.0
Return Inquiry_Others,1,0.0
Seller Experience_Praise,1,0.0
Responsibility_Others,1,0.0
Seller Trust_Praise,1,0.0
Seller_Issue,1,0.0
Reshipment_Issue,1,0.0
Reputation_Issue,1,0.0
Customer_Service_Praise,1,0.0
Seller_Response_Issue,1,0.0
Repurchase_Praise,1,0.0
Delivery Delay_Praise,1,0.0
Service Commitment_Others,1,0.0
Return Inquiry,1,0.0
Seller Attention_Issue,1,0.0
Seller Information_Praise,1,0.0
Repeat Customer_Praise,1,0.0
Deal_Praise,1,0.0
Seller Experience_Issue,1,0.0
Sale_Praise,1,0.0
Delivery Capability_Issue,1,0.0
Deadline_Issue,1,0.0
Deceptive Advertising_Issue,1,0.0
Delivery Commitment_Praise,1,0.0
Seller Communication_Issue,1,0.0
Delivery Communication_Issue,1,0.0
Sales Communication_Issue,1,0.0
Seller Reliability_Praise,1,0.0
Return_Process_Issue,1,0.0
Satisfaction_Others,1,0.0
Security_Issue,1,0.0
Seller Recommendation,1,0.0
Delivery Cost_Issue,1,0.0
Return_Issue_Issue,1,0.0
Delivery Criteria_Issue,1,0.0
Date Format_Issue,1,0.0
Seller Attentiveness_Praise,1,0.0
Return_Praise,1,0.0
Product Application_Issue,1,0.0
Remote Control_Issue,1,0.0
Delivery Urgency_Issue,1,0.0
Delivery and Product_Praise,1,0.0
Product_Specification_Issue,1,0.0
Product_Suitability_Praise,1,0.0
Delivery and Pricing_Praise,1,0.0
Product_Usefulness_Issue,1,0.0
Product_Wrong_Issue,1,0.0
Promotion_Issue,1,0.0
Delivery Fee_Issue,1,0.0
Promotion_Praise,1,0.0
Promotion_Suggestion,1,0.0
Delivery Tracking_Issue,1,0.0
Delivery Timing_Praise,1,0.0
Purchase Cancellation_Issue,1,0.0
Purchase Hesitation_Others,1,0.0
Product_Service_Praise,1,0.0
Product_Satisfactory,1,0.0
Product_Satisfaction_Praise,1,0.0
Product_Request_Others,1,0.0
Product_Recommendation,1,0.0
Delivery and Satisfaction_Praise,1,0.0
Delivery_Accuracy_Issue,1,0.0
Delivery_Delay_Issue_Product Quality_Issue,1,0.0
Product_Quality_Concern,1,0.0
Product_Purchase_Praise,1,0.0
Product_Praise_Store_Praise,1,0.0
Delivery_Fee_Issue,1,0.0
Product_Praise_Product Defect_Issue,1,0.0
Delivery_Inefficiency_Issue,1,0.0
Product_Praise_Delivery_Issue,1,0.0
Delivery_Info,1,0.0
Product_Performance_Praise,1,0.0
Purchase Intent_Praise,1,0.0
Purchase Intention_Praise,1,0.0
Delivery Service_Praise,1,0.0
Delivery Option_Suggestion,1,0.0
Delivery Improvement_Suggestion,1,0.0
Delivery Information_Others,1,0.0
Delivery Instructions_Others,1,0.0
Refund Request_Others,1,0.0
Refund Process_Issue,1,0.0
Refund Inquiry_Others,1,0.0
Refund Delay_Issue,1,0.0
Delivery Location_Issue,1,0.0
Delivery Mismatch_Issue,1,0.0
Delivery Notification_Issue,1,0.0
Receipt_Issue,1,0.0
Delivery Option_Issue,1,0.0
Quality_Unsure,1,0.0
Quality_Unclassifiable,1,0.0
Quality_Praise_Customer Service_Praise,1,0.0
Delivery Satisfaction_Praise,1,0.0
Delivery Policy_Issue,1,0.0
Delivery Preference_Others,1,0.0
Delivery Process_Issue,1,0.0
Quality_Average,1,0.0
Quality Standard_Issue,1,0.0
Delivery Quality_Issue,1,0.0
Purchasing Process_Praise,1,0.0
Delivery Quality_Praise,1,0.0
Delivery Reception_Issue,1,0.0
Delivery Reliability_Praise,1,0.0
Delivery Request_Others,1,0.0
Purchase_Failure_Issue,1,0.0
Purchase_Experience_Issue,1,0.0
Purchase Security_Praise,1,0.0
Customer_Service_Issue,1,0.0
Service_Praise_Quality_Praise,1,0.0
Service Excellence_Praise,1,0.0
System_Issue,1,0.0
Supplier Recommendation_Praise,1,0.0
Supplier_Issue_Issue,1,0.0
Audio Quality_Issue,1,0.0
Audio Performance_Issue,1,0.0
Support_Praise,1,0.0
Sustainability_Issue,1,0.0
Team_Praise,1,0.0
Service Expectations_Others,1,0.0
Technical Advice_Others,1,0.0
Third-Party Reliability_Issue,1,0.0
Assistance_Issue,1,0.0
Tracking_Praise,1,0.0
Transaction Normal_Praise,1,0.0
Assembly_Praise_Delivery_Issue,1,0.0
Supplier Recommendation_Others,1,0.0
Supplier Management_Issue,1,0.0
Supplier Evaluation_Others,1,0.0
Battery Performance_Issue,1,0.0
Successful Purchase_Praise,1,0.0
Brand Awareness_Others,1,0.0
Store_Recommendation_Praise,1,0.0
Brand Recommendation_Others,1,0.0
Store and Product_Praise,1,0.0
Store Trust_Praise,1,0.0
Store Responsibility_Praise,1,0.0
Store Responsibility_Issue,1,0.0
Brand_Praise,1,0.0
Store Reliability_Issue,1,0.0
Business Inquiry_Others,1,0.0
Buying Process_Praise,1,0.0
Cartridge_Issue,1,0.0
Transparency_Praise,1,0.0
Transport_Issue,1,0.0
Assembly_Praise,1,0.0
Aesthetic_Issue,1,0.0
Accessory Quality_Praise,1,0.0
Weight_Issue,1,0.0
Account Access_Issue,1,0.0
Activation_Issue,1,0.0
Website Usability_Praise,1,0.0
Website Update_Issue,1,0.0
Website Service_Praise,1,0.0
Website Security_Praise,1,0.0
Website Quality_Praise,1,0.0
Website Functionality_Issue,1,0.0
Adaptation_Praise,1,0.0
Advertisement_Issue,1,0.0
Warranty Satisfaction_Praise,1,0.0
Warranty Assistance_Issue,1,0.0
Volume_Issue,1,0.0
Trust_Others,1,0.0
Voltage_Mismatch_Issue,1,0.0
Voltage_Issue,1,0.0
Value_Satisfaction_Praise,1,0.0
After-Sales Service_Praise,1,0.0
Agreement_Issue,1,0.0
App Functionality_Issue,1,0.0
App Usability_Praise,1,0.0
App_Praise,1,0.0
Application_Issue,1,0.0
Urgent Request_Others,1,0.0
Approval Delay_Issue,1,0.0
Assembly Difficulty_Issue,1,0.0
Assembly Instructions_Issue,1,0.0
Assembly_Issue_Shipping_Issue,1,0.0
Checkout_Issue,1,0.0
Store Preference_Others,1,0.0
Store Performance_Praise,1,0.0
Service_Satisfaction_Praise,1,0.0
Shipping Misleading_Issue,1,0.0
Shipping Method_Issue,1,0.0
Customer Commitment_Praise,1,0.0
Shipping Fees_Issue,1,0.0
Customer Communication_Issue,1,0.0
Shipping Error_Issue,1,0.0
Shipping Cost_Suggestion,1,0.0
Customer Relationship_Praise,1,0.0
Shipping Cost_Concern,1,0.0
Customer Respect_Praise,1,0.0
Shipment_Issue,1,0.0
Shelf Life_Issue,1,0.0
Setup_Issue,1,0.0
Service_Trust_Praise,1,0.0
Service_Recommendation,1,0.0
Shipping Preference_Issue,1,0.0
Delivery_Issue Uncertainty_Others,1,0.0
Service_Praise_Product Quality_Praise,1,0.0
Customer Service_Concern,1,0.0
Service_Others,1,0.0
Customer Service_Praise_Delivery_Issue,1,0.0
Service_Improvement,1,0.0
Service_Checking_Others,1,0.0
Service and Product_Praise,1,0.0
Service Speed_Issue,1,0.0
Customer Support_Issue,1,0.0
Service Reliability_Praise,1,0.0
Customer Support_Praise,1,0.0
Customer Surprise_Praise,1,0.0
Service Quality_Issue,1,0.0
Shipping Options_Others,1,0.0
Shipping_Confusion,1,0.0
Color Change_Others,1,0.0
Communication_Others,1,0.0
Color Discrepancy_Issue,1,0.0
Color Mismatch_Issue_Refund Delay_Issue,1,0.0
Store Experience_Others,1,0.0
Store Experience_Issue,1,0.0
Color_Mismatch_Others,1,0.0
Store Credibility_Praise,1,0.0
Store Competence_Praise,1,0.0
Comfort_Praise_Aesthetic_Praise,1,0.0
Commitment_Issue,1,0.0
Commitment_Praise,1,0.0
Speed and Quality_Praise,1,0.0
Space_Praise,1,0.0
Space_Idea_Praise,1,0.0
Sound Quality_Praise,1,0.0
Company Credibility_Issue,1,0.0
Shipping_Fee_Issue,1,0.0
Size_Praise,1,0.0
Size_Mismatch_Issue,1,0.0
Company Integrity_Praise,1,0.0
Company Quality_Praise,1,0.0
Company Reputation_Issue,1,0.0
Site Safety_Praise,1,0.0
Site Recommendation_Praise,1,0.0
Site Efficiency_Praise,1,0.0
Configuration_Issue,1,0.0
Shipping_Timing_Issue,1,0.0
Shipping_Time_Others,1,0.0
Counterfeit_Product_Issue,1,0.0
Coverage_Issue,1,0.0
Shipping_Info_Issue,1,0.0
Delivery_Issue Inquiry,1,0.0
Product_Expectation_Issue,1,0.0
Delivery_Issue with Order_Issue,1,0.0
Mixed Feedback_Others,1,0.0
Negotiation_Praise,1,0.0
Product Formula_Issue,1,0.0
Navigation_Praise,1,0.0
Product Fulfillment_Praise,1,0.0
Name Correction_Issue,1,0.0
Multiple_Issues_Issue,1,0.0
Missing Merchandise_Issue,1,0.0
Product Exceeds Expectations_Praise,1,0.0
Product Guarantee_Praise,1,0.0
Product Illustration_Issue,1,0.0
Missing Documentation_Issue,1,0.0
Missing Component_Issue,1,0.0
Product Improvement_Praise,1,0.0
Measurement_Issue,1,0.0
Product Flavor_Issue,1,0.0
Product Fit_Others,1,0.0
Product Fit_Issue_Delivery_Issue,1,0.0
Product Finish_Praise,1,0.0
Order Availability_Issue,1,0.0
Order Cancellation_Concern,1,0.0
Product Feedback,1,0.0
Product Features_Others,1,0.0
Product Features_Issue,1,0.0
Order Confusion_Issue,1,0.0
Order Control_Issue,1,0.0
Order Delivery_Issue,1,0.0
Order Information_Issue,1,0.0
Product Expectations_Praise,1,0.0
Order Mismatch_Issue_Customer Service_Issue,1,0.0
Product Exchange_Praise,1,0.0
Product Exchange_Others,1,0.0
Material_Others,1,0.0
Material Mismatch_Issue,1,0.0
Marketing_Others,1,0.0
Logistics_Praise_Product Quality_Issue,1,0.0
Internet_Issue,1,0.0
Product Missing Accessories_Issue,1,0.0
Invoice Mismatch_Issue,1,0.0
Product Mismatch_Praise,1,0.0
Invoice Missing_Issue,1,0.0
